food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density
cream cheese,51,5.0,2.9,1.3,0.2,0.8,0.5,0.9,0.0,14.6,0.016,7.07
neufchatel cheese,215,19.4,10.9,4.9,0.8,3.1,2.7,7.8,0.0,62.9,0.3,130.1
requeijao cremoso light catupiry,49,3.6,2.3,0.9,0.0,0.9,3.4,0.8,0.1,0.0,0.0,5.4
ricotta cheese,30,2.0,1.3,0.5,0.002,1.5,0.091,1.5,0.0,9.8,0.017,5.196
cream cheese low fat,30,2.3,1.4,0.6,0.042,1.2,0.9,1.2,0.0,8.1,0.046,27.007
cream cheese fat free,19,0.2,0.1,0.091,0.075,1.4,1.0,2.8,0.0,2.2,0.1,67.679
gruyere cheese,116,9.1,5.3,2.8,0.5,0.1,0.1,8.3,0.0,30.8,0.2,300.694
cheddar cheese,113,9.3,5.3,2.6,0.3,0.9,0.1,6.4,0.0,27.7,0.2,215.53
parmesan cheese,71,4.5,2.7,1.4,0.1,0.6,0.046,6.4,0.0,12.2,0.2,224.777
romano cheese,19,1.3,0.9,0.4,0.035,0.2,0.088,1.6,0.0,5.2,0.008,56.38
parmesan cheese grated,21,1.4,0.8,0.4,0.036,0.7,0.075,1.4,0.0,4.3,0.043,3.745
port salut cheese,465,37.2,22.0,12.3,1.0,0.8,0.8,31.4,0.0,162.4,0.7,928.4
swiss cheese,98,7.7,4.6,2.0,0.3,0.4,0.0,6.7,0.0,23.3,0.057,237.396
goat cheese hard,128,10.1,7.0,2.3,0.2,0.6,0.6,8.6,0.0,29.7,0.076,273.2
gouda cheese,100,7.7,4.9,2.2,0.2,0.6,0.6,7.0,0.0,31.9,0.2,211.424
pepper jack cheese lucerne,75,6.0,4.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,13.5
caraway cheese,106,8.3,5.3,2.3,0.2,0.9,0.0,7.1,0.0,26.3,0.2,207.072
gjetost cheese,1058,67.0,43.5,17.9,2.1,96.8,0.0,21.9,0.0,213.4,1.4,1095.7
tilsit cheese,136,10.4,6.7,2.9,0.3,0.8,0.0,9.8,0.0,40.8,0.3,301.069
goat cheese,103,8.4,5.8,1.9,0.2,0.009,0.031,6.1,0.0,22.4,0.1,99.494
brick cheese,111,8.9,5.6,2.6,0.2,0.8,0.2,7.0,0.0,28.2,0.2,219.002
asadero cheese,402,31.9,20.3,9.1,1.0,3.2,3.2,25.5,0.0,118.7,0.7,808.175
camembert cheese,90,7.3,4.6,2.1,0.2,0.1,0.1,5.9,0.0,21.6,0.3,129.826
provolone cheese reduced fat,310,19.9,12.8,5.5,0.6,4.0,0.6,27.9,0.0,62.2,1.0,906.9
roquefort cheese,314,26.0,16.4,7.2,1.1,1.7,0.0,18.3,0.0,76.5,1.5,609.4
queso blanco cheese,366,28.7,16.1,7.6,1.4,3.0,2.1,24.0,0.0,82.6,0.8,870.3
queso seco cheese,315,23.6,13.3,6.2,1.2,2.0,0.5,23.8,0.0,75.7,1.8,691.0
goat cheese soft,75,6.0,4.1,1.4,0.1,0.0,0.3,5.2,0.0,13.0,0.1,51.311
mozzarella cheese,90,6.6,4.2,2.0,0.2,0.7,0.0,6.7,0.0,23.7,0.1,165.648
chihuahua cheese,494,39.2,24.9,11.1,1.2,7.3,7.3,28.5,0.0,138.6,0.8,934.983
limburger cheese,98,8.2,5.0,2.6,0.1,0.1,0.1,6.0,0.0,27.0,0.2,163.575
muenster cheese,486,39.7,25.2,11.5,0.9,1.5,1.5,30.9,0.0,126.7,0.8,1019.4
queso fresco cheese,365,29.1,15.8,7.3,1.3,3.6,2.8,22.1,0.0,84.2,0.9,745.8
brie cheese,100,8.3,5.2,2.4,0.2,0.1,0.1,6.2,0.0,30.0,0.2,70.096
pimento cheese,525,43.7,27.5,12.5,1.4,2.4,0.9,31.0,0.1,131.6,2.0,940.9
mexican cheese,316,21.7,13.0,5.6,0.8,3.8,0.6,27.7,0.0,69.4,0.9,1337.0
feta cheese,80,6.4,4.0,1.4,0.2,1.2,0.0,4.3,0.0,26.7,0.3,160.058
mozzarella cheese fat free,159,0.0,0.0,0.0,0.0,4.0,1.7,35.8,2.0,20.3,0.8,1128.2
provolone cheese,463,35.1,22.5,9.8,1.0,2.8,0.7,33.8,0.0,91.1,1.2,1070.6
anejo cheese,492,39.6,25.1,11.3,1.2,6.1,6.1,28.3,0.0,138.6,1.5,972.205
honey,64,0.0,0.0,0.0,0.0,17.3,17.2,0.08,0.025,0.0,0.011,18.892
apple butter,35,0.063,0.038,0.066,0.064,8.5,7.1,0.045,0.3,0.0,0.003,11.836
fruit jam,56,0.095,0.021,0.065,0.0,13.8,9.7,0.0,0.2,0.0,0.052,19.919
chocolate hazelnut spread,100,5.5,5.3,0.0,0.0,11.5,10.0,1.0,1.0,0.0,0.099,39.8
peanut butter,88,7.4,1.4,3.1,1.7,3.6,1.0,3.3,0.9,0.0,0.085,15.268
peanut spread,101,8.5,1.6,4.2,2.5,2.2,0.5,3.8,1.2,0.0,0.028,27.3
chicken spread,88,9.8,1.8,2.7,1.3,2.3,0.3,10.1,0.2,31.4,0.4,31.972
cheese spread,708,68.6,43.2,19.4,2.5,8.4,8.4,17.0,0.0,216.0,1.2,267.8
tahini,86,7.2,1.0,2.7,3.2,3.9,0.0,2.7,1.4,0.0,0.098,78.6
orange marmalade,49,0.0,0.0,0.0,0.0,13.3,12.0,0.014,0.1,0.0,0.016,22.119
american cheese spread,46,3.4,2.1,1.0,0.062,1.4,1.2,2.6,0.0,8.8,0.3,97.357
apricot jam,48,0.01,0.042,0.0,0.0,12.9,8.7,0.1,0.044,0.0,0.004,18.91
chunky peanut butter,94,8.0,1.2,3.7,2.2,3.5,1.3,3.8,1.3,0.0,0.03,24.1
ham and cheese spread,37,2.8,1.3,1.1,0.2,0.3,0.0,2.4,0.0,9.2,0.2,38.238
chicken and rice casserole homade,27,1.0,0.0,0.0,0.0,2.4,0.0,2.0,0.3,0.0,0.0,5.7
picnic loaf,65,4.7,1.7,2.2,0.5,1.3,0.0,4.2,0.0,10.6,0.3,23.7
corn tamale,309,12.0,4.4,4.0,2.6,44.3,12.3,5.8,5.3,0.0,0.5,108.1
baked potato with cheese sauce bacon,451,25.9,10.1,9.7,4.8,44.4,0.0,18.4,0.0,29.9,1.0,428.7
chinese egg roll,223,10.6,1.9,2.7,5.0,24.3,0.0,7.4,2.3,14.2,0.4,81.5
butter croissant,231,12.0,6.6,3.1,0.6,26.1,6.4,4.7,1.5,38.2,0.2,66.8
enchilada with cheese beef,323,17.6,9.0,6.1,1.4,30.5,0.0,11.9,0.0,40.3,1.3,292.933
corned beef hash with potatoes,387,24.2,10.2,12.4,0.7,21.9,0.8,20.6,2.6,75.5,1.0,118.6
biscuit with egg cheese bacon,436,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,230.2
bagel with ham egg cheese,483,18.5,7.9,5.7,3.3,52.4,7.0,26.7,0.4,242.6,1.3,287.6
quesadilla with chicken,529,27.5,11.1,6.8,7.4,43.3,3.4,27.1,3.1,66.6,1.3,588.7
corn rice,110,0.3,0.02,0.0,0.1,25.2,3.0,1.8,0.4,0.0,0.2,51.9
kung pao chicken,779,42.2,8.2,13.1,18.2,41.5,18.3,59.0,9.1,157.0,2.4,320.1
beef empanada,298,16.3,4.6,6.3,3.8,27.8,1.6,10.1,1.8,23.1,0.4,76.2
frijoles with cheese,225,7.8,4.1,2.6,0.7,28.7,0.0,11.4,0.0,36.7,0.9,240.305
burrito with beef,285,8.1,1.7,1.7,4.0,43.9,4.1,9.1,4.4,2.6,0.5,65.89
crispy chicken sandwich,350,17.6,3.3,4.0,8.4,33.2,3.9,14.8,0.0,0.0,0.7,114.1
enchilada with cheese,374,25.3,11.5,6.4,3.8,21.2,3.6,15.4,2.6,57.5,0.7,65.6
pork egg roll,189,6.1,1.3,2.0,2.1,25.1,4.5,8.4,1.8,11.9,0.3,96.5
corn on the cob with butter,155,3.4,1.6,1.0,0.6,31.9,0.0,4.5,0.0,5.8,0.056,52.078
pancakes with butter syrup,260,7.0,2.9,2.6,1.0,45.4,0.0,4.1,0.0,29.0,0.6,123.319
burrito with beans,224,6.7,3.4,2.4,0.6,35.7,0.0,7.0,0.0,2.2,0.5,109.1
scrambled eggs,100,7.6,2.9,2.8,0.9,1.0,0.8,6.5,0.0,200.2,0.1,44.726
baked potato with sour cream,393,22.3,10.0,7.9,3.3,50.0,0.0,6.7,0.0,24.2,0.2,221.8
turkey and gravy,161,6.3,2.0,2.3,1.1,11.1,0.0,14.1,0.0,43.2,1.3,67.374
chicken egg roll,158,3.6,0.8,1.1,1.5,22.8,4.5,8.4,1.9,11.2,0.4,84.75
vegetable egg roll,153,3.6,0.6,1.0,1.7,25.0,5.3,5.2,2.2,0.0,0.4,84.1
ham cheese roll,67,5.2,2.0,2.4,0.6,1.1,0.0,3.8,0.0,16.2,0.3,26.6
biscuit with ham,386,18.4,11.4,4.8,1.0,43.8,2.2,13.4,0.8,24.9,1.1,239.732
lemon chicken,1440,74.9,12.2,16.4,36.7,122.0,55.2,68.6,7.0,203.8,1.5,545.212
hummus,435,21.1,2.8,12.0,5.2,49.5,0.7,12.0,9.8,0.0,0.6,236.1
croissant with egg cheese,368,24.7,14.1,7.5,1.4,24.3,0.0,12.8,0.0,215.9,0.6,307.9
enchirito with cheese beef beans,344,16.1,7.9,6.5,0.3,33.8,0.0,17.9,0.0,50.2,1.3,292.984
sweet sour pork,38,2.2,0.4,0.5,1.0,3.3,1.4,1.2,0.1,3.4,0.003,13.977
crab cake,160,10.4,2.2,4.3,3.1,5.1,0.0,11.3,0.2,82.2,0.5,230.596
egg dinner roll,107,2.2,0.6,1.0,0.4,18.2,1.5,3.3,1.3,17.5,0.2,46.913
english muffin with egg cheese sausage,472,29.9,11.4,11.2,4.6,28.8,2.5,22.1,0.3,269.0,0.8,362.7
buttermilk pancakes,86,3.5,0.7,0.9,1.7,10.9,0.0,2.6,0.0,22.0,0.2,77.568
omelet,94,7.1,2.0,3.0,1.7,0.4,0.2,6.4,0.0,190.9,0.013,14.377
taco with chicken cheese lettuce,185,6.2,2.5,1.6,1.6,19.3,1.3,13.0,1.2,28.4,0.6,161.153
spinach souffle,230,17.6,10.1,5.0,1.0,8.0,2.5,10.7,1.0,160.5,0.8,273.4
english muffin with cheese sausage,365,22.3,8.8,8.5,3.4,27.3,2.1,14.3,0.5,46.4,0.7,294.696
potato gratin,328,18.6,11.6,5.3,0.7,27.6,0.0,12.4,4.4,56.4,1.1,380.7
biscuit with egg,436,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,230.3
french fries deep fried,222,10.5,1.7,4.2,3.8,29.4,0.2,2.4,2.7,0.0,0.1,45.364
sweet sour chicken,46,2.3,0.4,0.5,1.2,4.4,2.1,1.8,0.2,4.9,0.043,17.773
burrito with beans beef,460,18.0,7.0,7.8,1.4,47.0,5.3,27.8,7.2,62.7,1.4,326.183
nachos with cinnamon sugar,592,36.0,18.2,11.8,4.1,63.4,0.0,7.2,0.0,39.2,0.4,202.5
arroz con grandules,209,5.7,0.9,1.2,2.7,35.4,0.0,4.0,1.6,0.0,0.7,56.2
chili con carne,271,8.8,3.2,3.6,1.0,33.1,4.7,14.7,8.3,22.8,1.1,66.245
arroz con abichuelas,223,5.4,0.8,1.1,2.5,37.3,0.2,6.2,4.1,0.0,0.6,78.5
biscuit with sausage,412,27.1,8.2,13.5,3.4,33.3,1.8,10.7,0.4,31.1,0.9,125.8
vegetarian stew,304,7.4,1.2,1.8,3.8,17.3,3.1,42.0,2.7,0.0,1.0,149.2
chicken sandwich with cheese,632,38.8,12.4,13.7,9.9,41.6,0.0,29.4,0.0,77.5,1.2,374.2
biscuit with egg steak,410,28.4,8.6,11.7,5.8,21.3,0.0,17.9,0.0,272.3,0.9,210.8
taco salad,212,11.2,5.2,3.9,1.3,17.9,0.0,10.0,0.0,33.0,0.6,189.0
succotash,213,1.5,0.3,0.3,0.7,46.8,0.0,9.7,0.0,0.0,0.5,109.2
nachos with cheese jalapeno peppers,608,34.1,14.0,14.4,4.0,60.1,0.0,16.8,0.0,83.6,1.7,735.0
biscuit with egg ham,442,27.0,5.9,11.0,7.7,31.4,4.2,20.4,0.8,299.5,1.4,305.1
ladyfingers,103,2.6,0.9,1.1,0.4,16.9,7.2,3.0,0.3,62.5,0.016,38.1
mozzarella steak fried,102,5.9,2.2,1.5,1.6,7.7,0.7,4.6,0.6,10.2,0.2,126.963
tamale navajo,285,11.4,4.5,5.1,1.3,33.7,1.8,11.7,5.8,31.6,0.8,122.0
blueberry pancakes,84,3.5,0.8,0.9,1.6,11.0,0.0,2.3,0.0,21.3,0.2,96.631
chimichanga with beef cheese,443,23.4,11.2,9.4,0.7,39.3,0.0,20.1,0.0,51.2,1.0,327.3
egg cheese sandwich,340,19.4,6.6,8.3,2.6,25.9,0.0,15.6,0.0,290.5,0.8,290.4
biscuit with egg bacon,458,31.1,8.0,13.4,7.5,28.6,3.3,17.0,0.8,352.5,1.3,272.958
pupusas con queso,300,15.5,7.6,4.0,1.8,26.2,1.4,13.7,3.4,37.4,0.5,439.9
apple croissant,145,5.0,2.8,1.4,0.4,21.1,0.0,4.2,1.4,17.7,0.2,49.733
refried red beans,336,16.1,2.2,3.9,10.2,36.0,0.0,11.7,11.0,0.0,0.9,156.2
tostada with guacamole,180,11.6,4.9,4.2,1.5,16.0,0.0,6.2,0.0,19.6,0.4,247.853
chicken sandwich,468,20.9,4.0,8.4,5.9,39.1,6.8,30.4,2.6,65.5,1.4,94.051
fried rice,228,3.2,0.7,0.8,1.3,43.4,0.6,6.5,1.5,32.2,0.6,75.203
pupusas del cerdo,283,12.7,3.9,4.8,2.7,28.1,1.8,14.0,3.2,35.4,0.5,119.087
turkey pot pie,699,34.9,11.4,13.7,5.5,70.3,0.0,25.8,4.4,63.5,1.4,139.4
cheese croissant,331,16.7,8.5,5.2,1.9,37.6,9.1,7.4,2.1,45.6,0.3,108.3
chimichanga with beef,425,19.7,8.5,8.1,1.1,42.8,0.0,19.6,0.0,8.7,0.9,153.9
french toast with butter,178,9.4,3.9,3.5,1.2,18.0,0.0,5.2,0.0,58.1,0.3,70.093
ham egg cheese sandwich,347,16.3,7.4,5.7,1.7,30.9,0.0,19.2,0.0,246.0,1.0,284.0
english muffin with butter,189,5.8,2.4,1.5,1.3,30.4,0.0,4.9,0.0,12.6,0.4,146.209
savoury noodle one pan dinner tandaco,172,1.2,0.5,32.9,3.6,5.5,0.0,0.0,0.0,0.0,0.0,6.7
ham cheese sandwich,352,15.5,6.4,6.7,1.4,33.3,0.0,20.7,0.0,58.4,0.8,205.416
sweet gefilte fish,35,0.7,0.2,0.3,0.1,3.1,0.0,3.8,0.0,12.6,0.2,18.677
poached egg,72,4.7,1.6,1.8,1.0,0.4,0.2,6.3,0.0,185.0,0.1,40.398
tostada with beef cheese,315,16.3,10.4,3.3,1.0,22.8,0.0,19.0,0.0,40.8,0.9,280.498
tostada with beans cheese,223,9.9,5.4,3.1,0.7,26.5,0.0,9.6,0.0,30.2,0.5,259.467
pork tamale,247,12.8,3.8,4.6,2.9,22.4,0.7,10.4,3.4,28.4,0.7,156.766
nachos with cheese,274,17.2,1.7,11.2,4.0,27.9,1.7,3.5,2.6,2.4,0.3,51.581
pulled pork in barbecue sauce,418,11.0,3.5,4.5,1.9,46.7,37.8,32.8,3.0,87.2,1.7,206.7
baked potato with cheese sauce,474,28.7,10.6,10.7,6.0,46.5,0.0,14.6,0.0,17.8,0.4,429.9
baked beans,310,10.3,3.9,4.3,1.5,43.3,0.0,11.1,11.0,10.0,0.8,76.2
arroz con frijoles,220,5.6,1.1,1.3,2.3,35.6,1.3,6.8,5.0,0.0,0.6,109.3
taco with beef cheese lettuce,156,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,93.825
burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0.0,7.3,0.0,61.9,0.5,103.1
egg mix,30,2.2,0.8,0.8,0.4,0.098,0.091,2.4,0.0,81.5,0.012,4.876
falafel,57,3.0,0.4,1.7,0.7,5.4,0.0,2.3,0.0,0.0,0.081,10.763
taco salad with chili con carne,193,8.8,4.0,3.0,1.0,17.7,0.0,11.6,0.0,3.5,0.6,205.9
wonton wrappers,93,0.5,0.022,0.033,0.2,18.5,0.0,3.1,0.6,2.9,0.2,38.815
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,11.7,4.3,68.4,1.0,533.994
chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,14.6,3.0,51.3,1.2,177.7
general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,69.0,4.8,283.6,2.3,368.673
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1.0,324.946
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,130.3
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18.0,0.3,260.8,1.1,171.757
chicken chow mein,513,16.9,3.0,3.7,7.4,50.1,10.5,40.8,6.0,96.6,1.9,256.797
fruit burrito,231,9.5,4.6,3.4,1.1,35.0,0.0,2.5,0.0,3.7,0.2,64.3
arroz con leche,369,9.3,4.8,2.6,1.1,63.0,38.6,8.1,1.3,20.2,0.3,310.0
caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,13.9,0.0,275.4,0.2,351.2
gelatin dessert,167,0.0,0.0,0.0,0.0,38.3,36.4,3.3,0.0,0.0,0.2,49.792
chocolate milk dessert,229,1.4,0.8,0.5,0.084,51.6,51.6,5.9,0.0,0.0,0.1,270.99
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,0.081,200.4
dulce de leche,60,1.4,0.9,0.4,0.063,10.5,9.5,1.3,0.0,5.5,0.036,61.415
apple crisp,454,9.7,1.9,3.8,3.2,87.0,55.5,4.9,3.9,0.0,1.0,212.724
spinach spaghetti cooked,182,0.9,0.1,0.1,0.4,36.6,0.0,6.4,0.0,0.0,0.061,87.4
corn pasta cooked,176,1.0,0.1,0.3,0.5,39.1,0.0,3.7,6.7,0.0,0.0,52.3
spaghetti with meat sauce,255,2.9,1.0,0.9,0.9,43.1,7.4,14.3,5.1,17.0,0.7,135.1
pasta with meatballs in tomato sauce,273,13.0,5.0,5.7,0.9,28.3,7.2,10.6,6.9,23.0,0.7,100.474
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,14.6,2.1,45.4,0.4,241.181
pasta with sliced franks in tomato sauce,227,6.0,2.5,2.5,1.0,32.0,8.0,11.0,4.0,22.7,0.7,216.154
lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,9.0,2.1,20.9,0.5,36.675
macaroni cheese,310,9.4,3.1,4.2,2.0,43.7,3.0,12.6,2.3,15.1,0.9,68.319
vegetable lasagna,316,13.7,5.5,3.3,2.6,32.2,5.8,15.6,4.3,31.8,1.0,410.066
spinach egg noodles cooked,211,2.5,0.6,0.8,0.6,38.8,1.1,8.1,3.7,52.8,0.068,85.297
cheese lasagna,316,13.0,5.1,3.8,2.5,33.6,10.3,15.9,4.1,31.6,0.7,381.08
pasta with tomato sauce,176,1.8,0.4,0.3,0.5,35.1,10.1,5.6,2.3,15.1,1.0,45.091
spinach pasta cooked,37,0.3,0.078,0.073,0.043,7.1,0.0,1.4,0.0,9.3,0.004,14.201
vegetable chicken soup,166,4.8,1.4,2.2,1.0,21.1,3.4,12.3,1.0,16.9,0.075,72.737
bean ham soup,198,2.5,0.6,1.0,0.7,33.5,7.8,10.3,9.8,4.9,0.5,154.4
cream of chicken soup,227,14.5,4.3,5.2,2.7,18.0,1.4,6.0,0.0,20.2,1.8,76.9
tomato soup canned,139,3.3,1.8,0.8,0.3,22.6,16.5,6.3,1.5,10.1,0.5,224.932
egg drop soup,65,1.5,0.4,0.5,0.3,10.3,0.2,2.8,1.0,55.4,0.9,48.808
scotch broth,197,6.4,2.7,1.9,1.3,23.0,0.0,12.1,3.0,11.9,2.1,84.4
cream of onion soup,268,12.8,3.6,5.1,3.5,31.7,11.1,6.7,1.2,36.6,1.9,139.473
chicken broth dry,10,0.2,0.055,0.013,0.069,1.1,0.0,0.7,0.0,0.6,1.2,11.198
vegetable soup with beef broth,162,3.8,0.9,1.1,1.6,26.3,4.0,6.0,3.2,2.5,1.3,80.5
chili with beans canned,287,14.1,6.0,6.0,0.9,30.5,3.0,14.6,11.3,43.5,1.3,204.0
beef noodle soup,168,6.2,2.3,2.5,1.0,17.9,5.2,9.6,1.5,10.0,1.6,68.232
consomme dry,17,0.2,0.0,0.0,0.0,1.9,1.1,2.2,0.0,0.0,0.8,17.2
chicken mushroom soup,126,6.1,1.6,2.7,1.5,15.1,1.0,2.0,4.0,10.1,0.8,57.171
beef vegetable soup,120,2.9,1.0,0.7,0.9,15.4,3.1,8.0,3.0,17.5,0.8,84.9
black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,12.4,17.5,0.0,2.5,167.3
split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0.0,11.6,4.1,4.1,1.0,49.5
cream of mushroom soup,199,13.4,2.4,3.1,7.3,17.1,1.0,3.4,1.8,0.0,1.7,66.404
green pea soup,320,5.7,2.7,1.9,0.7,51.7,16.7,16.7,10.0,0.0,1.7,145.005
chicken broth soup,78,2.6,0.8,1.2,0.6,1.9,0.9,11.1,0.0,2.5,1.6,31.7
chicken mushroom chowder soup,431,23.7,6.2,4.5,9.4,38.3,0.0,16.2,7.5,32.3,1.8,99.1
chicken dumplings soup,235,13.4,3.2,6.1,3.2,14.7,1.4,13.6,1.2,80.5,1.8,80.269
chicken vegetable soup,148,5.6,1.7,2.5,1.2,17.0,3.0,7.1,1.7,16.9,1.7,68.983
turkey vegetable soup,72,3.0,0.9,1.3,0.7,8.6,2.6,3.1,0.5,2.4,0.9,33.0
wonton soup,71,0.6,0.1,0.2,0.2,11.7,0.8,4.6,0.4,8.9,0.9,30.692
beef stock,31,0.2,0.003,0.1,0.005,2.9,1.3,4.7,0.0,0.0,0.5,27.6
mushroom barley soup,186,5.5,1.1,2.4,1.7,29.3,0.0,4.6,0.0,0.0,1.7,71.1
gazpacho soup,70,0.4,0.008,0.059,0.1,6.6,2.2,10.7,0.7,0.0,1.1,67.5
beef mushroom soup,186,7.3,3.7,3.1,0.3,15.9,0.0,14.0,0.6,15.3,2.2,52.1
chicken rice soup,127,3.2,1.0,1.4,0.7,13.0,1.4,12.3,1.0,12.0,0.9,68.818
pepperpot soup,100,4.5,2.0,2.0,0.3,9.1,0.0,6.2,0.5,9.7,0.9,49.1
vegetable soup,149,4.0,0.6,1.7,1.5,24.6,7.9,4.3,1.3,0.0,1.3,82.2
chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,13.4,6.6,26.3,2.1,77.607
chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,12.4,1.5,29.4,0.9,64.716
bean with frankfurters soup,188,7.0,2.1,2.7,1.7,22.0,0.0,10.0,0.0,12.5,1.1,129.9
pea soup,161,2.8,1.4,1.0,0.4,25.6,8.3,8.3,4.9,0.0,0.015,76.26
turkey soup,135,4.4,1.2,1.8,1.1,14.1,0.0,10.2,0.0,9.4,0.9,86.6
stockpot soup,201,7.8,1.7,2.0,3.5,23.1,0.0,9.8,0.0,7.7,2.1,90.5
hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1.0,6.0,1.2,48.9,0.9,65.954
cheese soup,203,9.7,6.1,2.7,0.3,28.0,9.3,2.0,5.5,7.4,1.7,135.1
cream of potato soup,186,4.7,2.4,1.1,0.8,32.2,3.6,3.8,3.3,2.5,1.5,88.202
bean with bacon soup,106,2.1,1.0,0.9,0.2,16.4,0.6,5.5,9.0,2.7,0.9,91.1
fish stock,40,1.9,0.5,0.5,0.3,0.0,0.0,5.3,0.0,2.3,0.4,14.488
split pea soup with ham,381,8.9,3.5,3.6,1.3,56.2,0.0,20.7,4.6,16.2,1.7,141.2
beef broth soup,17,0.5,0.3,0.2,0.049,0.01,0.0,2.7,0.0,0.0,0.9,18.049
lentil soup with ham,139,2.8,1.1,1.3,0.3,20.2,0.0,9.3,0.0,7.4,1.3,81.4
tomato soup,98,0.7,0.2,0.2,0.2,22.5,12.2,2.2,1.6,0.0,0.6,66.2
fish broth,39,1.5,0.3,0.3,0.6,1.0,0.2,4.9,0.0,0.0,0.5,81.193
chili without beans canned,283,17.0,5.4,5.9,1.1,14.6,0.0,18.1,0.0,50.4,0.9,130.8
minestrone soup,167,5.0,1.1,1.4,2.2,22.6,3.7,8.6,2.0,2.5,1.3,111.1
clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3.0,5.0,1.8,95.69
tomato vegetable soup,54,0.8,0.4,0.3,0.054,9.9,2.4,1.9,0.7,0.0,0.3,36.4
cream of rice coup,127,0.2,0.07,0.071,0.032,28.1,0.022,2.2,0.2,0.0,0.4,38.5
cream of celery soup,181,11.2,2.8,2.6,5.0,17.7,3.4,3.3,1.5,27.7,1.3,116.189
chicken gravy,188,13.6,3.4,6.1,3.6,12.9,1.9,4.6,1.0,4.8,1.0,80.872
tomato rice soup,240,5.5,1.0,1.2,2.7,44.1,15.2,4.2,3.4,2.6,1.6,134.933
vegetable beef soup,128,2.0,0.6,0.7,0.3,9.6,0.0,18.1,4.4,8.8,1.1,34.1
tomato beef noodle soup,281,8.6,3.2,3.5,1.4,42.3,0.0,8.9,3.0,7.5,1.8,100.1
oyster stew soup,118,7.7,5.0,1.8,0.3,8.2,0.0,4.2,0.0,27.1,1.8,72.8
ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2.0,0.0,1.7,106.5
chicken noodle soup,145,4.7,1.2,1.6,1.0,18.4,0.0,7.2,2.7,24.2,2.1,33.513
chicken bouillon dry,11,0.6,0.1,0.2,0.2,0.7,0.7,0.7,0.0,0.5,1.0,9.502
cream of asparagus soup,174,8.2,2.1,1.9,3.7,21.5,1.8,4.6,1.0,10.1,1.7,100.43
turkey noodle soup,139,4.0,1.1,1.6,1.0,17.3,1.0,7.8,1.5,10.1,1.6,55.582
cream of shrimp soup,181,10.4,6.5,3.0,0.4,16.5,0.0,5.6,0.5,32.8,1.7,69.41
bean with pork soup,335,11.5,3.0,4.2,3.5,44.1,7.8,15.3,15.3,5.2,1.7,249.324
chicken broth,12,0.5,0.008,0.1,0.042,1.0,0.0,1.0,0.0,0.0,0.9,33.6
beef broth powder,8,0.3,0.2,0.1,0.04,0.6,0.6,0.6,0.0,0.4,0.9,3.739
split pea soup,180,2.3,0.8,0.9,0.4,29.9,12.8,9.7,4.8,5.1,0.4,91.6
escarole soup,61,4.0,1.2,1.8,0.8,4.0,0.0,3.4,0.0,5.5,2.3,95.0
chicken stock,86,2.9,0.8,1.4,0.5,8.5,3.8,6.0,0.0,7.2,0.3,25.696
tomato bisque soup,248,5.0,1.1,1.4,2.2,47.7,0.0,4.5,2.1,10.3,1.8,152.913
shark fin soup,99,4.3,1.1,1.3,0.7,8.2,0.0,6.9,0.0,4.3,1.1,43.2
onion soup,113,3.5,0.5,1.5,1.3,16.4,6.7,7.5,1.7,0.0,1.3,87.173
chicken gumbo soup,113,2.9,0.7,1.3,0.7,16.8,4.9,5.3,4.0,7.6,1.7,88.8
crab soup,95,0.8,0.2,0.2,0.3,12.5,0.0,10.4,2.4,41.5,0.6,120.3
tripe soup,148,5.2,2.1,2.2,0.6,8.1,0.0,17.2,0.0,118.0,0.8,75.9
